https://bj.lianjia.com/ershoufang/101113576588.html,世纪星城顶层复式，南北通透，适合一家三代人居住,https://bj.lianjia.com/xiaoqu/1111027379370/世纪星城  https://bj.lianjia.com/ershoufang/tongzhoubeiyuan/通州北苑,4室2厅 | 92.2平米 | 南 北 | 简装 | 高楼层(共10层) | 2005年建 | 板楼,144人关注 / 3个月以前发布,550万,59653元/平
https://bj.lianjia.com/ershoufang/101112307533.html,中建三期，地铁边上的2居室精装出售,https://bj.lianjia.com/xiaoqu/1120022866893756/中建港怡嘉园  https://bj.lianjia.com/ershoufang/zaoyuan/枣园,2室1厅 | 93.65平米 | 东 南 | 精装 | 低楼层(共19层) | 2017年建 | 板楼,24人关注 / 7个月以前发布,410万,43781元/平
https://bj.lianjia.com/ershoufang/101114258292.html,宣颐家园 中间复式 满五年 楼层好 南北通透,https://bj.lianjia.com/xiaoqu/1111027381363/宣颐家园  https://bj.lianjia.com/ershoufang/jiugong1/旧宫,3室1厅 | 178.59平米 | 南 北 | 简装 | 中楼层(共14层) | 2001年建 | 板楼,17人关注 / 4天以前发布,690万,38636元/平
https://bj.lianjia.com/ershoufang/101114249352.html,水上华城 满五年 高楼层 南北通透,https://bj.lianjia.com/xiaoqu/1111027379543/水上华城  https://bj.lianjia.com/ershoufang/guangqumen/广渠门,3室2厅 | 165.81平米 | 南 北 | 精装 | 高楼层(共23层) | 2005年建 | 板塔结合,19人关注 / 4天以前发布,1980万,119414元/平
https://bj.lianjia.com/ershoufang/101114222113.html,鹿鸣苑，联排别墅，满五唯一，诚意出售,https://bj.lianjia.com/xiaoqu/1111027378014/鹿鸣苑  https://bj.lianjia.com/ershoufang/yizhuang1/亦庄,3室1厅 | 199.64平米 | 南 北 | 简装 | 3层 | 1999年建 | 板楼 | 联排别墅 ,20人关注 / 7天以前发布,950万,47586元/平
https://bj.lianjia.com/ershoufang/101114252714.html,香悦四季 一层有花园 精装修 带地下室,https://bj.lianjia.com/xiaoqu/1111027381403/香悦四季  https://bj.lianjia.com/ershoufang/mapo/马坡,5室2厅 | 119.53平米 | 南 北 | 精装 | 底层(共17层) | 2013年建 | 板楼,5人关注 / 4天以前发布,660万,55217元/平
https://bj.lianjia.com/ershoufang/101114278422.html,南北通透，户型方正，采光优越，配套成熟，出现便利,https://bj.lianjia.com/xiaoqu/1111027381970/玉桥南里  https://bj.lianjia.com/ershoufang/yuqiao/玉桥,3室2厅 | 103.45平米 | 南 北 | 简装 | 6层 | 1999年建 | 板楼,3人关注 / 2天以前发布,456万,44080元/平
https://bj.lianjia.com/ershoufang/101114254394.html,金顶街 赵山小区 精装修 两居室  诚心出售,https://bj.lianjia.com/xiaoqu/1111027382621/赵山  https://bj.lianjia.com/ershoufang/pingguoyuan1/苹果园,2室1厅 | 68.09平米 | 东 西 | 精装 | 顶层(共5层) | 2001年建 | 板楼,8人关注 / 4天以前发布,300万,44060元/平
https://bj.lianjia.com/ershoufang/101114279317.html,北京市昌平区东小口镇天通苑东一区,https://bj.lianjia.com/xiaoqu/1111027380051/天通苑东一区  https://bj.lianjia.com/ershoufang/tiantongyuan1/天通苑,2室2厅 | 106.29平米 | 东南 | 其他 | 19层 | 2001年建 | 塔楼,6人关注 / 2天以前发布,439万,41303元/平
https://bj.lianjia.com/ershoufang/101114152366.html,水郡长安别墅纯商品，南向双卫三居室,https://bj.lianjia.com/xiaoqu/1111027379319/水郡长安  https://bj.lianjia.com/ershoufang/shuangqiao/双桥,3室1厅 | 147.6平米 | 南 西南 | 精装 | 19层 | 2008年建 | 板塔结合,23人关注 / 13天以前发布,670万,45393元/平
https://bj.lianjia.com/ershoufang/101114167385.html,南二环04年商品房 有车位大客厅观景东南2卫3居室,https://bj.lianjia.com/xiaoqu/1111100903899/日月天地  https://bj.lianjia.com/ershoufang/fangzhuang1/方庄,3室1厅 | 193.6平米 | 东南 北 | 简装 | 28层 | 2004年建 | 板塔结合,4人关注 / 12天以前发布,950万,49071元/平
https://bj.lianjia.com/ershoufang/101114126872.html,欧陆经典东北3居室 采光好 看房方便,https://bj.lianjia.com/xiaoqu/1111027378686/欧陆经典  https://bj.lianjia.com/ershoufang/yayuncunxiaoying/亚运村小营,3室2厅 | 153.27平米 | 东北 | 精装 | 低楼层(共20层) | 2000年建 | 塔楼,24人关注 / 16天以前发布,1099万,71704元/平
https://bj.lianjia.com/ershoufang/101114135857.html,工商局家属楼南北通透大三居采光好,https://bj.lianjia.com/xiaoqu/1111027376607/厂洼街23号院  https://bj.lianjia.com/ershoufang/changwa/厂洼,3室1厅 | 120.76平米 | 南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,38人关注 / 14天以前发布,1380万,114277元/平
https://bj.lianjia.com/ershoufang/101114140051.html,格林云墅小区 南北通透 双卫生间,https://bj.lianjia.com/xiaoqu/1111063222181/格林云墅  https://bj.lianjia.com/ershoufang/nanzhongzhoujichangshangwuqu/南中轴机场商务区,4室1厅 | 139.19平米 | 南 北 | 简装 | 顶层(共9层) | 2015年建 | 板楼,25人关注 / 14天以前发布,428万,30750元/平
https://bj.lianjia.com/ershoufang/101114141047.html,华业东方玫瑰C区 南北通透三居室 开发商精装修,https://bj.lianjia.com/xiaoqu/1112875106627928/华业东方玫瑰C区  https://bj.lianjia.com/ershoufang/linheli/临河里,3室2厅 | 122.8平米 | 南 北 | 精装 | 低楼层(共27层) | 2016年建 | 板塔结合,19人关注 / 14天以前发布,736万,59935元/平
https://bj.lianjia.com/ershoufang/101114186966.html,地铁五号线天通苑站，天通西苑二区，商品房满五年唯一,https://bj.lianjia.com/xiaoqu/1111027380053/天通西苑二区  https://bj.lianjia.com/ershoufang/tiantongyuan1/天通苑,4室2厅 | 174.93平米 | 南 北 | 简装 | 低楼层(共32层) | 2003年建 | 塔楼,20人关注 / 10天以前发布,532万,30413元/平
https://bj.lianjia.com/ershoufang/101114129040.html,时雨园 人大老师家属楼 商品房小区 人车分流 管理好,https://bj.lianjia.com/xiaoqu/1111027379695/时雨园  https://bj.lianjia.com/ershoufang/shijicheng/世纪城,4室2厅 | 172.94平米 | 南 北 | 简装 | 中楼层(共12层) | 2005年建 | 板楼,25人关注 / 15天以前发布,2220万,128369元/平
https://bj.lianjia.com/ershoufang/101114177612.html,西二旗地铁  智学苑  满五唯一,https://bj.lianjia.com/xiaoqu/1111027382721/智学苑  https://bj.lianjia.com/ershoufang/xierqi1/西二旗,3室2厅 | 141.8平米 | 南 西 北 | 简装 | 高楼层(共22层) | 2005年建 | 塔楼,36人关注 / 11天以前发布,799万,56347元/平
https://bj.lianjia.com/ershoufang/101114128384.html,山水文园三期 南北通透的2居室,https://bj.lianjia.com/xiaoqu/1111027379559/山水文园三期  https://bj.lianjia.com/ershoufang/shilihe/十里河,2室2厅 | 117.06平米 | 南 北 | 简装 | 9层 | 2006年建 | 板楼,16人关注 / 15天以前发布,1080万,92261元/平
https://bj.lianjia.com/ershoufang/101114147095.html,海棠湾 大四居 格局合理 满五年  精装修 使用面积大。,https://bj.lianjia.com/xiaoqu/1111027375321/海棠湾二期  https://bj.lianjia.com/ershoufang/linheli/临河里,4室2厅 | 189.2平米 | 南 | 精装 | 底层(共21层) | 2011年建 | 板楼,35人关注 / 13天以前发布,759万,40117元/平
https://bj.lianjia.com/ershoufang/101114192448.html,东湖湾名苑 南北通透三居室 采光视野无遮挡,https://bj.lianjia.com/xiaoqu/1111043093784/东湖湾三期  https://bj.lianjia.com/ershoufang/wangjing/望京,3室2厅 | 164.5平米 | 南 北 | 精装 | 低楼层(共28层) | 2013年建 | 板楼,33人关注 / 10天以前发布,1880万,114286元/平
https://bj.lianjia.com/ershoufang/101111403740.html,交通便利 出行购物都方便 小区配套齐全,https://bj.lianjia.com/xiaoqu/1111027381341/向阳东里  https://bj.lianjia.com/ershoufang/chengzi/城子,2室1厅 | 61.01平米 | 东 南 北 | 精装 | 高楼层(共6层) | 1998年建 | 塔楼,49人关注 / 9个月以前发布,219万,35896元/平
https://bj.lianjia.com/ershoufang/101114126887.html,华严北里小区南北通透 板楼三层 三室两厅双卫,https://bj.lianjia.com/xiaoqu/1111027375413/华严北里小区  https://bj.lianjia.com/ershoufang/jianxiangqiao1/健翔桥,3室2厅 | 104.81平米 | 东 南 北 | 简装 | 中楼层(共6层) | 1991年建 | 板楼,75人关注 / 16天以前发布,945万,90164元/平
https://bj.lianjia.com/ershoufang/101114208051.html,嘉润花园 西向大三居 诚心出售 安静不临街,https://bj.lianjia.com/xiaoqu/1111027377325/嘉润花园  https://bj.lianjia.com/ershoufang/wangjing/望京,3室1厅 | 131.78平米 | 西 | 简装 | 高楼层(共30层) | 2001年建 | 塔楼,10人关注 / 9天以前发布,808万,61315元/平
https://bj.lianjia.com/ershoufang/101114171706.html,左安门全南三居 商品房社区 双卫,https://bj.lianjia.com/xiaoqu/1111027374710/广顺园  https://bj.lianjia.com/ershoufang/fangzhuang1/方庄,3室2厅 | 144.3平米 | 南 | 精装 | 高楼层(共22层) | 2002年建 | 塔楼,21人关注 / 11天以前发布,950万,65836元/平
https://bj.lianjia.com/ershoufang/101114211625.html,首开璞瑅墅 3室1厅 南 北,https://bj.lianjia.com/xiaoqu/117015611771905/首开璞瑅墅  https://bj.lianjia.com/ershoufang/daxingqita11/大兴其它,3室1厅 | 361.33平米 | 南 北 | 其他 | 底层(共2层) | 2014年建 | 暂无数据,6人关注 / 8天以前发布,850万,23525元/平
https://bj.lianjia.com/ershoufang/101114207666.html,此房只有契税，南北通透 三面朝南 眼睛户型 落地飘窗,https://bj.lianjia.com/xiaoqu/1111027374002/大西洋新城D区  https://bj.lianjia.com/ershoufang/wangjing/望京,3室1厅 | 126.23平米 | 南 北 | 精装 | 高楼层(共26层) | 2002年建 | 板塔结合,16人关注 / 9天以前发布,1288万,102036元/平
https://bj.lianjia.com/ershoufang/101114158523.html,万年花城  板楼 满五唯一四个阳台三居室 随时看,https://bj.lianjia.com/xiaoqu/1111027380385/万年花城二期  https://bj.lianjia.com/ershoufang/yuquanying/玉泉营,3室1厅 | 124.33平米 | 南 北 | 精装 | 顶层(共11层) | 2006年建 | 板楼,33人关注 / 12天以前发布,1000万,80432元/平
https://bj.lianjia.com/ershoufang/101114215126.html,今典花园国开行 双物业管理 人车分流大三居满五年唯一,https://bj.lianjia.com/xiaoqu/1111027377061/今典花园  https://bj.lianjia.com/ershoufang/xiaoxitian1/小西天,3室2厅 | 134.61平米 | 南 西 | 其他 | 19层 | 1998年建 | 塔楼,6人关注 / 8天以前发布,1480万,109948元/平
https://bj.lianjia.com/ershoufang/101114176557.html,东直门外胡家园 南北通透3居室 户型方正 满五年,https://bj.lianjia.com/xiaoqu/1111027375114/胡家园小区  https://bj.lianjia.com/ershoufang/dongzhimen/东直门,3室1厅 | 74.38平米 | 南 北 | 简装 | 高楼层(共12层) | 1989年建 | 板塔结合,23人关注 / 11天以前发布,820万,110245元/平
